48,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz48.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz48__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.72021484375,24576,48.350878034319194,0.12249865315834266,20.682147680755772,0.05237921125461408,508284,False,980.22 G,463.86 GMACs,27.55 M
56,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 56, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz56.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz56__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.75146484375,28672,55.44862856183733,0.08737477864633482,18.03471115403299,0.028337116888176906,517091,False,1143.59 G,541.17 GMACs,27.55 M
64,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 64, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz64.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz64__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.78271484375,32768,62.17426300048828,0.05257064709078234,16.083825553222024,0.013603227050979902,527035,False,1306.96 G,618.48 GMACs,27.55 M
72,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 72, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz72.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz72__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.814453125,36864,69.4577751159668,1.2444359402321592,14.397236282480955,0.2435557395699183,530740,False,1470.33 G,695.78 GMACs,27.55 M
80,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 80, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz80.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz80__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.845703125,40960,75.99099349975586,0.12546742414470752,13.159454218784662,0.021672293648667244,539011,False,1633.72 G,773.09 GMACs,27.55 M
88,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 88, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz88.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz88__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.876953125,45056,83.34178488595145,0.03959450255339614,11.99878309983934,0.005701479627770182,540617,False,1797.06 G,850.4 GMACs,27.55 M
96,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 96, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz96.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz96__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.908203125,49152,90.58662578037807,0.2407416372092627,11.039157175634745,0.029289087820617957,542597,False,1960.4 G,927.71 GMACs,27.55 M
104,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 104, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz104.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz104__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.939453125,53248,97.29230499267578,0.07979503515152689,10.27830515553394,0.008421671893173254,547299,False,2123.82 G,1005.02 GMACs,27.55 M
112,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 112, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz112.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz112__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,347.970703125,57344,105.07930047171456,0.12222927677836769,9.516622165458571,0.011072234797255099,545721,False,2287.16 G,1082.33 GMACs,27.55 M
120,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 120, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz120.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz120__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.001953125,61440,111.84174183436802,1.1706664687822586,8.941205524865211,0.09055689518823792,549348,False,2450.58 G,1159.64 GMACs,27.55 M
128,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 128, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz128.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz128__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.033203125,65536,119.20187595912388,1.3190139419139393,8.389129717580243,0.0896051843436521,549790,False,2613.92 G,1236.95 GMACs,27.55 M
136,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 136, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz136.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz136__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.06494140625,69632,126.7965327671596,0.23170055566833284,7.886650984663208,0.014426742963143547,549163,False,2777.27 G,1314.26 GMACs,27.55 M
144,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 144, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz144.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz144__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.09619140625,73728,133.41671207972936,0.3081224834756161,7.495312876563796,0.01728215153385999,552614,False,2940.69 G,1391.57 GMACs,27.55 M
152,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 152, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz152.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz152__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.12744140625,77824,140.28227342878068,0.1958848348033087,7.128484416156014,0.0099563215274295,554767,False,3104.03 G,1468.88 GMACs,27.55 M
160,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 160, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz160.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz160__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.15869140625,81920,147.24253300258093,0.40923577658941485,6.791515872539843,0.01886241284850106,556361,False,3267.37 G,1546.19 GMACs,27.55 M
168,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 168, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz168.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz168__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.18994140625,86016,154.32796042306083,0.3598422574770486,6.479707223880168,0.015112043328746237,557358,False,3430.79 G,1623.5 GMACs,27.55 M
176,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 176, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz176.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz176__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.22119140625,90112,162.17154039655412,0.5733743924585064,6.1663100538770514,0.021777395773358302,555659,False,3594.13 G,1700.81 GMACs,27.55 M
184,16384,mini,False,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 184, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmprdb2722t/throughput_results_bsz184.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz184__sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,27549696,19161088,NVIDIA A100-SXM4-80GB,361.09375,348.25244140625,94208,169.35131072998047,0.3877645814403193,5.904884914616541,0.013517516763559634,556287,False,3757.55 G,1778.12 GMACs,27.55 M
