batch_size,vocab_size,config_name,seq_len,n_layers,h_dim,mlp_dim,head_dim,n_heads,compile,class,config,performance test,number of parameters,number of non-embedding parameters,device,model memory usage megabytes,step memory usage in megabytes,tokens per batch,avg step duration in ms,std step duration in ms,avg iterations per second,std iterations per second,tokens per second,OOM,flops,macs,params
1,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 16, 'project_path': '/home/imanol/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmppk9ydu4o/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16_fast_coupled'})",forward and backward,110221824,97638912,NVIDIA GeForce RTX 3090,804.650390625,1345.86865234375,512,513.0922783745659,12.66859240999843,1.9489671588274875,0.0475408030802847,998,False,100.07 G,49.93 GMACs,110.22 M
63,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 63, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpui1picq5/throughput_results_bsz63.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz63_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,117308928,104726016,NVIDIA A100-SXM4-80GB,831.685546875,3751.46435546875,32256,1376.5082135881696,0.18991566925891887,0.7264758685262628,0.00010019457833960087,23433,False
64,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 63, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpui1picq5/throughput_results_bsz63.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz63_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,117308928,104726016,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
1,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,355.61474609375,512,201.35650743756975,0.15633097262708415,4.9663157785454155,0.0038549566557092175,2543,False,19.89 G,9.93 GMACs,27.81 M
8,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 8, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz8.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz8_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,386.01708984375,4096,201.93652997698103,0.3574612623203262,4.952051023725084,0.008770709584187086,20284,False,159.15 G,79.46 GMACs,27.81 M
16,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz16_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,417.86083984375,8192,207.90311758858817,0.2801421604388103,4.809932682100819,0.006489997717887436,39403,False,318.3 G,158.91 GMACs,27.81 M
24,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz24_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,451.14208984375,12288,202.78524671282088,0.2619754747012667,4.931325213299041,0.006373635597080514,60596,False,477.45 G,238.37 GMACs,27.81 M
32,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 32, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz32.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz32_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,483.54833984375,16384,205.0972671508789,0.2177319862759007,4.87573537127803,0.005176611461734844,79884,False,636.6 G,317.83 GMACs,27.81 M
40,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 40, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz40.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz40_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,514.89208984375,20480,212.2883355276925,0.16943413101124682,4.710574405862975,0.0037587604174008863,96473,False,795.75 G,397.28 GMACs,27.81 M
48,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz48.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz48_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,547.11083984375,24576,222.1900351388114,0.1573106048910992,4.500651882859005,0.003183270016752907,110608,False,954.9 G,476.74 GMACs,27.81 M
56,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 56, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz56.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz56_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,581.39208984375,28672,237.3462873186384,0.24493047429242984,4.213253180815489,0.0043436625134278175,120802,False,1114.06 G,556.2 GMACs,27.81 M
64,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 64, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz64.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz64_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,612.79833984375,32768,252.8767798287528,0.720372742960642,3.954495152450123,0.01124940037996147,129581,False,1273.21 G,635.66 GMACs,27.81 M
72,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 72, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz72.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz72_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,644.642578125,36864,270.1441170828683,2.3456047769253354,3.701727843635566,0.0316931923787991,136460,False,1432.36 G,715.11 GMACs,27.81 M
80,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 80, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz80.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz80_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,676.861328125,40960,288.4679652622768,1.7926198141798755,3.4665894325243154,0.021464637824644514,141992,False,1591.51 G,794.57 GMACs,27.81 M
88,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 88, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz88.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz88_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,709.580078125,45056,301.0164467947824,0.6379864914470506,3.322077616183374,0.0070358006677825715,149680,False,1750.66 G,874.03 GMACs,27.81 M
96,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 96, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz96.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz96_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,741.923828125,49152,320.1688145228795,3.172291549896902,3.1233522899168538,0.030668542859458955,153519,False,1909.81 G,953.48 GMACs,27.81 M
104,16384,mini,512,4,512,2048,32,8,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 104, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 512, 'mlp_dim': 2048, 'head_dim': 32, 'n_heads': 8, 'block_length': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpzmzqibx6/throughput_results_bsz104.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz104_micro1_sl512_coslr0.0006to6e-06_h512_ff2048_nH8_dH32_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16_seed0'})",forward and backward,27812864,19424256,NVIDIA A100-SXM4-80GB,234.16015625,774.455078125,53248,334.4097202845982,0.4382452116910578,2.9903436991871932,0.003913268237935831,159230,False,2068.96 G,1032.94 GMACs,27.81 M
